X,Y,OBJECTID,stop_id,stop_code,stop_name,stop_lat,stop_lon
-84.3227229999999,34.0632900000001,144,906296,14032,ALPHARETTA HWY @ HOSPITAL BLVD,34.06329,-84.322723
-84.324554,34.0610960000001,145,906312,14034,ALPHARETTA HWY @ HEMBREE RD,34.061096,-84.324554
-84.327896,34.0571820000001,146,906337,14038,ALPHARETTA HWY@11450,34.057182,-84.327896
-84.329323,34.0554080000001,147,906338,14040,ALPHARETTA HWY @ GREENHOUSE DR,34.055408,-84.329323
-84.3313449999999,34.0538480000001,148,906339,14042,ALPHARETTA HWY@MANSELL PL,34.053848,-84.331345
-84.337621,34.050059,149,906314,14046,ALPHARETTA HWY@SUN VALLEY DR,34.050059,-84.337621
-84.309834,34.066226,150,906315,14048,S MAIN ST @ 571,34.066226,-84.309834
-84.304719,34.0662970000001,151,906341,15007,MAIN ST@BRADY PL,34.066297,-84.304719
-84.301102,34.067867,152,906342,15008,MAIN ST@MAXWELL RD,34.067867,-84.301102
-84.294505,34.0783200000001,153,906318,15011,N MAIN ST @ CUMMING ST,34.07832,-84.294505
-84.298078,34.0697500000001,154,906320,15014,S MAIN ST @ JANIS LN,34.06975,-84.298078
-84.2901419999999,34.046681,155,903188,15018,NORTH POINT PKWY @ 6360,34.046681,-84.290142
-84.290381,34.0469850000001,156,903189,15020,NORTH POINT PKWY @ 6250,34.046985,-84.290381
-84.301615,34.0678,157,902705,15022,S MAIN ST @ MAXWELL RD,34.0678,-84.301615
-84.29787,34.0698390000001,158,902706,15026,S MAIN ST @ JANIS LN,34.069839,-84.29787
-84.286369,34.0568860000001,159,902707,15028,HAYNES BRIDGE RD@11385,34.056886,-84.286369
-84.291553,34.0637170000001,160,902708,15030,HAYNES BRIDGE RD @ RAINWATER DR,34.063717,-84.291553
-84.292587,34.0664090000001,161,903190,15032,HAYNES BRIDGE RD @ DEVORE RD,34.066409,-84.292587
-84.2939249999999,34.068882,162,903191,15036,HAYNES BRIDGE RD@11770,34.068882,-84.293925
-84.2931129999999,34.066134,163,903192,15037,HAYNES BRIDGE RD @ DEVORE RD,34.066134,-84.293113
-84.291782,34.063449,164,902709,15040,HAYNES BRIDGE RD @ WOODHAVEN WAY,34.063449,-84.291782
-84.289472,34.060412,165,902710,15042,HAYNES BRIDGE RD @ MORRISON PKWY,34.060412,-84.289472
-84.326815,34.058564,166,902711,15044,ALPHARETTA HWY @ ROSEMONT PKWY,34.058564,-84.326815
-84.289146,34.0610550000001,167,902653,15048,HAYNES BRIDGE RD @ WESTSIDE PKWY,34.061055,-84.289146
-84.292976,34.0753990000001,168,902775,15054,ACADEMY ST @ HAYNES BRIDGE RD,34.075399,-84.292976
-84.28695,34.0572920000001,169,902817,15056,HAYNES BRIDGE RD @ LAKEVIEW PKWY,34.057292,-84.28695
-84.288493,34.047736,170,902820,15062,NORTH POINT PKWY @ NORTH POINT CT,34.047736,-84.288493
-84.2854579999999,34.0516010000001,171,902776,15066,HAYNES BRIDGE RD@ROCK MILL RD,34.051601,-84.285458
-84.2873749999999,34.0586070000001,172,902777,15068,HAYNES BRIDGE RD @ NORTHWINDS PKWY,34.058607,-84.287375
-84.283285,34.04988,173,902821,15074,NORTH POINT PKY@GEORGIA LANE,34.04988,-84.283285
-84.2839749999999,34.049247,174,902822,15076,NORTH POINT PKWY @ GEORGIA LN,34.049247,-84.283975
-84.285986,34.049964,175,902846,15078,HAYNES BRIDGE RD@NORTH POINT DR,34.049964,-84.285986
-84.274303,34.0546200000001,176,902847,15080,NORTH POINT PKY@ KIMBALL BRIDGE RD,34.05462,-84.274303
-84.2772859999999,34.0547260000001,177,902780,15082,NORTH POINT PKWY @ 5055,34.054726,-84.277286
-84.280963,34.049988,178,902948,15086,NORTH POINT PKWY @ MILL CREEK AVE,34.049988,-84.280963
-84.2807539999999,34.0504540000001,179,902949,15088,NORTH POINT PKY @ NORTH POINT DR,34.050454,-84.280754
-84.279206,34.051814,180,902950,15090,NORTH POINT PKY@ROCK MILL RD,34.051814,-84.279206
-84.2796519999999,34.0519380000001,181,902951,15092,NORTH POINT PKY@ROCK MILL RD,34.051938,-84.279652
-84.271739,34.054603,182,902917,16010,NORTH POINT PKY@ROYAL BLVD S,34.054603,-84.271739
-84.262005,34.0659420000001,183,902918,16016,NORTH POINT PKY @ 4000,34.065942,-84.262005
-84.256571,34.071018,184,902919,16018,NORTH POINT PKY@PRESTON RIDGE RD,34.071018,-84.256571
-84.2602889999999,34.0693230000001,185,902953,16020,NORTH POINT PKY @ 3980,34.069323,-84.260289
-84.2570029999999,34.0741630000001,186,902954,16022,NORTH POINT PKY@3180,34.074163,-84.257003
-84.256765,34.0716840000001,187,902955,16023,NORTH POINT PKY @ PRESTON RIDGE RD,34.071684,-84.256765
-84.257706,34.074037,188,902920,16024,NORTH POINT PKY @ 3180,34.074037,-84.257706
-84.2658949999999,34.0605190000001,189,906734,16026,NORTH POINT PKY @ 4501,34.060519,-84.265895
-84.2621579999999,34.06661,190,902921,16028,NORTH POINT PKY @ 4125,34.06661,-84.262158
-84.260748,34.068411,191,902922,16030,NORTH POINT PKY @ OLD MILTON PKY,34.068411,-84.260748
-84.361641,34.0196800000001,192,903071,20012,ATLANTA ST @ OAK ST,34.01968,-84.361641
-84.360722,34.024141,193,903098,20014,ALPHARETTA ST@ELIZABETH WAY,34.024141,-84.360722
-84.3604579999999,34.0251880000001,194,903099,20016,ALPHARETTA ST@NORCROSS ST,34.025188,-84.360458
-84.358696,34.0272410000001,195,903100,20018,ALPHARETTA ST@CHERRY ST,34.027241,-84.358696
-84.356476,34.029003,196,903101,20020,ALPHARETTA ST @ WOODSTOCK ST,34.029003,-84.356476
-84.352794,34.0313200000001,197,903072,20024,ALPHARETTA ST @ THOMAS DR,34.03132,-84.352794
-84.351299,34.032179,198,903073,20026,ALPHARETTA ST@1207,34.032179,-84.351299
-84.346985,34.034595,199,903074,20028,ALPHARETTA ST@ALPINE DR,34.034595,-84.346985
-84.353143,34.031257,200,903075,20032,ALPHARETTA ST @ STRICKLAND RD,34.031257,-84.353143
-84.355608,34.029726,201,903102,20036,ALPHARETTA ST@WOODSTOCK ST,34.029726,-84.355608
-84.357669,34.028401,202,903103,20038,ALPHARETTA ST @ CHERRY ST,34.028401,-84.357669
-84.3598279999999,34.0261370000001,203,903104,20040,ALPHARETTA ST@GREEN ST,34.026137,-84.359828
-84.36072,34.0246970000001,204,903105,20042,ALPHARETTA ST@ELIZABETH WAY,34.024697,-84.36072
-84.362649,34.0168640000001,205,903166,20044,ATLANTA ST @ OXBO RD,34.016864,-84.362649
-84.361767,34.0201230000001,206,902622,20046,ATLANTA ST @ OAK ST,34.020123,-84.361767
-84.3616039999999,34.0216090000001,207,902623,20050,ATLANTA ST@HILL ST,34.021609,-84.361604
-84.664778,33.5248770000001,208,902719,20052,MAIN ST@PARK ST,33.524877,-84.664778
-84.353944,34.030607,209,902720,20054,ALPHARETTA ST@THOMAS DR,34.030607,-84.353944
-84.335055,34.0428020000001,210,902721,21009,MANSELL RD@901,34.042802,-84.335055
-84.338995,34.0427570000001,211,902722,21010,MANSELL RD@EAGLES CREST VILLAGE LN,34.042757,-84.338995
-84.3298349999999,34.0425730000001,212,902624,21011,MANSELL RD@WARSAW RD,34.042573,-84.329835
-84.3242749999999,34.0414430000001,213,902625,21012,MANSELL RD@OLD ROSWELL RD,34.041443,-84.324275
-84.3190049999999,34.0400920000001,214,902626,21014,MANSELL RD@DUKE DR,34.040092,-84.319005
-84.319267,34.0403240000001,215,902723,21023,MANSELL RD@WESTSIDE PKY,34.040324,-84.319267
-84.329196,34.042695,216,902724,21025,MANSELL RD@WARSAW RD,34.042695,-84.329196
-84.338711,34.042829,217,902628,21029,MANSELL RD@EAGLES CREST VILLAGE LN,34.042829,-84.338711
-84.342867,34.035876,218,902787,21038,HOLCOMB BRIDGE RD @ ALPHARETTA ST,34.035876,-84.342867
-84.34199,34.0347550000001,219,902788,21042,HOLCOMB BRIDGE RD@ALPHARETTA ST,34.034755,-84.34199
-84.341197,34.032834,220,902789,21044,HOLCOMB BRIDGE RD@GRIMES BRIDGE RD,34.032834,-84.341197
-84.34081,34.032943,221,902832,21046,HOLCOMB BRIDGE RD@OLD ROSWELL RD,34.032943,-84.34081
-84.339365,34.031756,222,902856,21048,HOLCOMB BRIDGE RD@OLD ROSWELL RD,34.031756,-84.339365
-84.339352,34.0312950000001,223,902857,21050,HOLCOMB BRIDGE RD@MARKET PL,34.031295,-84.339352
-84.338273,34.030893,224,902858,21052,HOLCOMB BRIDGE RD@MARKET PL,34.030893,-84.338273
-84.3384359999999,34.030606,225,902790,21054,HOLCOMB BRIDGE RD@MARKET PL,34.030606,-84.338436
-84.335359,34.0281370000001,226,902791,21056,HOLCOMB BRIDGE RD @ WARSAW RD,34.028137,-84.335359
-84.33501,34.0281640000001,227,902792,21058,HOLCOMB BRIDGE RD @ WARSAW RD,34.028164,-84.33501
-84.3326309999999,34.025972,228,902829,21060,HOLCOMB BRIDGE RD @ RIVERWOOD LN,34.025972,-84.332631
-84.332173,34.0259360000001,229,902830,21062,HOLCOMB BRIDGE RD @ OLD HOLCOMB BRIDGE RD,34.025936,-84.332173
-84.329599,34.023851,230,902831,21064,HOLCOMB BRIDGE RD @ DOGWOOD RD,34.023851,-84.329599
-84.329729,34.0236630000001,231,902962,21066,HOLCOMB BRIDGE RD @ DOGWOOD RD,34.023663,-84.329729
-84.346412,34.0345600000001,232,902963,21070,ALPHARETTA ST@MANSELL CIR,34.03456,-84.346412
-84.3428499999999,34.03909,233,902965,21074,ALPHARETTA ST @ COMMERCE PKY,34.03909,-84.34285
-84.3419719999999,34.041012,234,902923,21076,ALPHARETTA ST @ 10761,34.041012,-84.341972
-84.341461,34.042066,235,902924,21079,ALPHARETTA ST@MANSELL RD,34.042066,-84.341461
-84.339955,34.0462470000001,236,902925,21080,ALPHARETTA HWY@HOUZE WAY,34.046247,-84.339955
-84.341303,34.0432250000001,237,902926,21082,ALPHARETTA HWY@MANSELL RD,34.043225,-84.341303
-84.351059,34.0323940000001,238,902966,21084,ALPHARETTA ST@1240,34.032394,-84.351059
-84.343293,34.0382470000001,239,902967,21096,ALPHARETTA ST @ HOUZE RD,34.038247,-84.343293
-84.288581,34.0479780000001,240,902968,21097,NORTH POINT PKWY @ NORTH POINT CT,34.047978,-84.288581
-84.326959,34.022482,241,902927,21098,HOLCOMB BRIDGE RD @ OLD DOGWOOD RD,34.022482,-84.326959
-84.2867199999999,34.0490610000001,242,902928,21102,HAYNES BRIDGE RD @ NORTH POINT PKWY,34.049061,-84.28672
-84.286285,34.050373,243,903114,21104,HAYNES BRIDGE RD @ NORTH POINT DR,34.050373,-84.286285
-84.34207,34.033917,244,903079,21112,HOLCOMB BRIDGE RD@GRIMES BRIDGE RD,34.033917,-84.34207
-84.340153,34.0450880000001,245,903080,21120,ALPHARETTA HWY @ 10885,34.045088,-84.340153
-84.321853,34.039993,246,903116,21122,MANSELL RD@KINGSWOOD PL,34.039993,-84.321853
-84.332759,34.042966,247,903117,21124,MANSELL RD @ 980,34.042966,-84.332759
-84.3312799999999,34.042668,248,903118,21126,MANSELL RD@WARSAW RD,34.042668,-84.33128
-84.3152949999999,34.0403150000001,249,903119,21128,MANSELL RD@DAVIS DR,34.040315,-84.315295
-84.313769,34.03815,250,903120,21950,MANSELL PARK & RIDE - ON RAMP,34.03815,-84.313769
-84.3131729999999,34.038643,251,903177,21951,MANSELL PARK & RIDE - IN LOT,34.038643,-84.313173
-84.3420169999999,34.041281,252,903078,21954,ALPHARETTA ST @ 10730,34.041281,-84.342017
-84.336136,34.0428650000001,253,903113,21960,MANSELL RD@950,34.042865,-84.336136
-84.325824,34.042445,254,902633,21962,MANSELL RD@OLD ROSWELL RD,34.042445,-84.325824
-84.3218199999999,34.040244,255,902634,21964,MANSELL RD@KINGSWOOD PL,34.040244,-84.32182
-84.3274719999999,34.042633,256,902635,21966,MANSELL RD@COLONIAL CTR PKWY,34.042633,-84.327472
-84.305718,34.0392120000001,257,902636,22016,NORTH POINT PKWY @ MANSELL RD,34.039212,-84.305718
-84.305796,34.039656,258,902682,22018,NORTH POINT PKWY @ 7731,34.039656,-84.305796
-84.303728,34.0420310000001,259,902732,22022,NORTH POINT PKWY @ 7301,34.042031,-84.303728
-84.3021429999999,34.0430900000001,260,902733,22024,NORTH POINT PKWY @ 7231,34.04309,-84.302143
-84.293695,34.045281,261,902735,22028,NORTH POINT PKWY @ 6440,34.045281,-84.293695
-84.29407,34.0453850000001,262,902841,22030,NORTH POINT PWKY @ 6499,34.045385,-84.29407
-84.299527,34.0441060000001,263,902801,22042,NORTH POINT PKWY @ ENCORE PKWY,34.044106,-84.299527
-84.299767,34.043757,264,902802,22044,NORTH POINT PKWY @ ENCORE PKWY,34.043757,-84.299767
-84.3065099999999,34.0383,265,902872,22060,NORTH POINT PKWY @ MANSELL RD,34.0383,-84.30651
-84.3032469999999,34.042041,266,902804,22068,NORTH POINT PKWY @ 7300,34.042041,-84.303247
-84.351974,33.9895970000001,267,902929,26002,ROSWELL RD@HOPE RD,33.989597,-84.351974
-84.351707,33.992786,268,902930,26004,ROSWELL RD @ HUNTCLIFF NE,33.992786,-84.351707
-84.351372,33.9948620000001,269,902931,26006,ROSWELL RD @ 8740,33.994862,-84.351372
-84.3504599999999,34.001514,270,902932,26007,ROSWELL RD@RIVER PKY,34.001514,-84.35046
-84.3505039999999,34.0029010000001,271,902983,26010,ROSWELL RD@ROBERTS DR,34.002901,-84.350504
-84.350622,33.999743,272,902984,26011,ROSWELL RD@DUNWOODY PL,33.999743,-84.350622
-84.350533,33.998459,273,902985,26018,ROSWELL RD@8775,33.998459,-84.350533
-84.3503719999999,34.000168,274,902933,26020,ROSWELL RD@9040,34.000168,-84.350372
-84.3503269999999,34.0013920000001,275,903050,26022,ROSWELL RD@RIVER PKWY,34.001392,-84.350327
-84.3504169999999,34.0029640000001,276,903051,26025,ROSWELL RD@ROBERTS DR,34.002964,-84.350417
-84.35068,34.0058270000001,277,903129,26026,ATLANTA ST@RIVERSIDE RD,34.005827,-84.35068
